"country","code","region","year","life_exp","gdp_per_cap","pop"
"Syria","syr","Asia",1820,31.1,1084,1348924
"Tajikistan","tjk","Asia",1820,24.24,561,478168
"Tanzania","tza","Africa",1820,32.2,564,3048053
"Thailand","tha","Asia",1820,30.4,934,4712187
"Timor-Leste","tls","Asia",1820,28.95,542,141386
"Togo","tgo","Africa",1820,31.3,684,456556
"Tonga","ton","Asia",1820,28.2,665,18584
"Trinidad and Tobago","tto","Americas",1820,32.9,1234,61559
"Tunisia","tun","Africa",1820,6.5,718,887129
"Turkey","tur","Europe",1820,35,1225,10118315
"Turkmenistan","tkm","Asia",1820,24,965,376333
"Uganda","uga","Africa",1820,25.3,465,2119892
"Ukraine","ukr","Europe",1820,36.6,781,11496004
"United Arab Emirates","are","Asia",1820,30.7,1075,40153
"United Kingdom","gbr","Europe",1820,41.31,3403,16221883
"United States","usa","Americas",1820,39.41,2242,10361646
"Uruguay","ury","Americas",1820,32.9,1763,59668
"Uzbekistan","uzb","Asia",1820,26.93,504,1966716
"Vanuatu","vut","Asia",1820,24.3,587,28098
"Venezuela","ven","Americas",1820,32.2,684,759249
"Vietnam","vnm","Asia",1820,32,864,6719340
"Yemen","yem","Asia",1820,23.39,928,2605438
"Zambia","zmb","Africa",1820,32.6,696,747000
"Zimbabwe","zwe","Africa",1820,33.7,890,1106634
"South Sudan","ssd","Africa",1820,26.67,509,1063732
"Afghanistan","afg","Asia",1830,27.9,625,3448982
"Albania","alb","Europe",1830,35.4,685,457234
"Algeria","dza","Africa",1830,28.82,819,2880355
"Angola","ago","Africa",1830,26.98,704,1686390
"Antigua and Barbuda","atg","Americas",1830,33.54,812,37000
"Argentina","arg","Americas",1830,33.2,1742,686703
"Armenia","arm","Europe",1830,34,535,453507
"Australia","aus","Asia",1830,34.05,1399,348143
"Austria","aut","Europe",1830,34.4,2353,3538286
"Azerbaijan","aze","Europe",1830,29.17,823,965887
"Bahamas","bhs","Americas",1830,35.18,1550,27558
"Bahrain","bhr","Asia",1830,30.3,1405,64474
"Bangladesh","bgd","Asia",1830,25.5,876,20872777
"Barbados","brb","Americas",1830,32.12,980,96798
"Belarus","blr","Europe",1830,36.2,651,2584900
"Belgium","bel","Europe",1830,40.24,2488,3751571
"Belize","blz","Americas",1830,26.5,621,25641
"Benin","ben","Africa",1830,31,628,702829
"Bhutan","btn","Asia",1830,28.8,644,94472
"Bolivia","bol","Americas",1830,33,941,1185846
"Bosnia and Herzegovina","bih","Europe",1830,35.1,706,931129
"Botswana","bwa","Africa",1830,33.6,418,121000
"Brazil","bra","Americas",1830,31.99,1136,5301068
"Brunei","brn","Asia",1830,29.2,1569,2632
"Bulgaria","bgr","Europe",1830,37.12,1147,2287551
"Burkina Faso","bfa","Africa",1830,29.2,486,1792717
"Burundi","bdi","Africa",1830,31.5,430,972428
"Cambodia","khm","Asia",1830,35,920,2137966
"Cameroon","cmr","Africa",1830,28.75,659,1916391
"Canada","can","Americas",1830,39.04,1651,1202146
"Cape Verde","cpv","Africa",1830,33.8,554,61014
"Central African Republic","caf","Africa",1830,30,446,503090
"Chad","tcd","Africa",1830,30.9,440,1432000
"Chile","chl","Americas",1830,32,986,969062
"China","chn","Asia",1830,32,986,402373519
"Colombia","col","Americas",1830,32,991,1451312
"Comoros","com","Africa",1830,32.1,718,61016
"Congo, Dem. Rep.","cod","Africa",1830,31.6,548,5520718
"Congo, Rep.","cog","Africa",1830,32.7,626,338459
"Costa Rica","cri","Americas",1830,30.21,869,72046
"Cote d'Ivoire","civ","Africa",1830,31.16,916,1165948
"Cuba","cub","Americas",1830,35.74,1224,772812
"Cyprus","cyp","Europe",1830,38.5,963,184986
"Czech Republic","cze","Europe",1830,34.95,2084,5723332
"Denmark","dnk","Europe",1830,34.11,2214,1264714
"Djibouti","dji","Africa",1830,29.9,827,24698
"Dominican Republic","dom","Americas",1830,29.9,706,105490
"Ecuador","ecu","Americas",1830,32.9,566,591558
"Egypt","egy","Africa",1830,33,831,4662153
"El Salvador","slv","Americas",1830,28.7,1063,283227
"Equatorial Guinea","gnq","Africa",1830,29.8,370,83105
"Eritrea","eri","Africa",1830,30.2,547,234703
"Estonia","est","Europe",1830,35.38,1024,366799
"Ethiopia","eth","Africa",1830,26,526,3407854
"Fiji","fji","Asia",1830,26.1,814,137074
"Finland","fin","Europe",1830,36.3,1360,1327905
"France","fra","Europe",1830,39.56,1799,33174810
"Gabon","gab","Africa",1830,30.6,392,172241
"Gambia","gmb","Africa",1830,28.8,828,111354
"Georgia","geo","Europe",1830,31.87,571,1176832
"Germany","deu","Europe",1830,38.37,2024,28016571
"Ghana","gha","Africa",1830,28,713,1920723
"Greece","grc","Europe",1830,36.6,1541,2537857
"Grenada","grd","Americas",1830,31.4,1003,30530
"Guatemala","gtm","Americas",1830,25.8,932,671855
"Guinea","gin","Africa",1830,29.81,461,1076128
"Guinea-Bissau","gnb","Africa",1830,32,786,233367
"Guyana","guy","Americas",1830,31.12,1302,178030
"Haiti","hti","Americas",1830,29,703,789634
"Honduras","hnd","Americas",1830,33.9,769,188905
"Hong Kong, China","hkg","Asia",1830,34.9,1033,23754
"Hungary","hun","Europe",1830,36,1354,4464317
"Iceland","isl","Europe",1830,40.5,1036,65604
"India","ind","Asia",1830,25.44,1052,182214537
"Indonesia","idn","Asia",1830,30,1012,18460171
"Iran","irn","Asia",1830,25.6,999,6898130
"Iraq","irq","Asia",1830,31.2,1013,1177768
"Ireland","irl","Europe",1830,38.3,1673,5537192
"Israel","isr","Asia",1830,32,883,209954
"Italy","ita","Europe",1830,29.69,2471,21529667
"Jamaica","jam","Americas",1830,34.2,1080,400332
"Japan","jpn","Asia",1830,36.41,1094,31330455
"Jordan","jor","Asia",1830,31.7,1020,226087
"Kazakhstan","kaz","Asia",1830,26.2,1245,2240213
"Kenya","ken","Africa",1830,25.5,938,2574000
"Kiribati","kir","Asia",1830,24.9,566,18407
"North Korea","prk","Asia",1830,26,561,4377749
"South Korea","kor","Asia",1830,25.8,559,9444785
"Kuwait","kwt","Asia",1830,26,1228,81280
"Kyrgyz Republic","kgz","Asia",1830,23.94,556,581987
"Lao","lao","Asia",1830,31.9,888,517587
"Latvia","lva","Europe",1830,33,820,648400
"Lebanon","lbn","Asia",1830,29.7,1177,357145
"Lesotho","lso","Africa",1830,32.8,400,298233
"Liberia","lbr","Africa",1830,31.1,821,340777
"Libya","lby","Africa",1830,33.1,1190,565776
"Lithuania","ltu","Europe",1830,28.9,1387,854817
"Luxembourg","lux","Europe",1830,36.9,1640,135676
"Macedonia, FYR","mkd","Europe",1830,36.1,751,428506
"Madagascar","mdg","Africa",1830,30.5,603,1803292
"Malawi","mwi","Africa",1830,30.3,351,737000
"Malaysia","mys","Asia",1830,30.6,1021,354816
"Maldives","mdv","Asia",1830,32.65,844,44948
"Mali","mli","Africa",1830,26.41,606,1540940
"Malta","mlt","Europe",1830,28.7,859,143183
"Mauritania","mrt","Africa",1830,32,555,399076
"Mauritius","mus","Africa",1830,33.41,989,119544
"Mexico","mex","Americas",1830,26.9,1353,6930661
"Micronesia, Fed. Sts.","fsm","Asia",1830,26.7,528,17289
"Moldova","mda","Europe",1830,33.15,658,782030
"Mongolia","mng","Asia",1830,31.8,604,628530
"Montenegro","mne","Europe",1830,35.4,1151,138454
"Morocco","mar","Africa",1830,33.1,730,2880355
"Mozambique","moz","Africa",1830,30.28,397,2288209
"Myanmar","mmr","Asia",1830,30.8,844,3643584
"Namibia","nam","Africa",1830,32.4,629,229000
"Nepal","npl","Asia",1830,32.8,657,4033123
"Netherlands","nld","Europe",1830,39.86,3867,2619333
"New Zealand","nzl","Asia",1830,34.05,661,91723
"Nicaragua","nic","Americas",1830,25.4,1085,258484
"Niger","ner","Africa",1830,30.8,470,1312557
"Nigeria","nga","Africa",1830,30.4,923,12633330
"Norway","nor","Europe",1830,45.75,1403,1115667
"Oman","omn","Asia",1830,32.3,957,327296
"Pakistan","pak","Asia",1830,25.8,1020,14110059
"Panama","pan","Americas",1830,32.9,951,94879
"Papua New Guinea","png","Asia",1830,31.5,567,804416
"Paraguay","pry","Americas",1830,35.5,949,195875
"Peru","per","Americas",1830,35.7,1240,1519450
"Philippines","phl","Asia",1830,30.9,979,2254767
"Poland","pol","Europe",1830,35.9,1360,11232857
"Portugal","prt","Europe",1830,35.6,1692,3490333
"Qatar","qat","Asia",1830,30.8,1228,14092
"Romania","rou","Europe",1830,35.7,938,6893384
"Russia","rus","Europe",1830,29.57,1562,34134430
"Rwanda","rwa","Africa",1830,31.8,448,988207
"St. Lucia","lca","Americas",1830,28.01,906,24000
"St. Vincent and the Grenadines","vct","Americas",1830,25.99,899,27085
"Samoa","wsm","Asia",1830,25.4,1453,47059
"Sao Tome and Principe","stp","Africa",1830,31,899,24518
"Saudi Arabia","sau","Asia",1830,32.1,868,2138414
"Senegal","sen","Africa",1830,25.2,523,1080873
"Serbia","srb","Europe",1830,35.5,1478,2347810
"Seychelles","syc","Africa",1830,37,891,12965
"Sierra Leone","sle","Africa",1830,25.1,772,849920
"Singapore","sgp","Asia",1830,34,1047,37232
"Slovak Republic","svk","Europe",1830,36.4,1552,2220574
"Slovenia","svn","Europe",1830,36.6,1533,513559
"Solomon Islands","slb","Asia",1830,25.1,377,59648
"Somalia","som","Africa",1830,29.4,714,1065648
"South Africa","zaf","Africa",1830,33.5,1634,1714970
"Spain","esp","Europe",1830,29.5,1560,13051762
"Sri Lanka","lka","Asia",1830,32.6,910,1494084
"Sudan","sdn","Africa",1830,31.4,546,4289105
"Suriname","sur","Americas",1830,32.9,1756,87130
"Swaziland","swz","Africa",1830,32.3,515,86000
"Sweden","swe","Europe",1830,40.97,1527,2855774
"Switzerland","che","Europe",1830,38,3010,2101048
"Syria","syr","Asia",1830,31.1,1098,1383046
"Tajikistan","tjk","Asia",1830,24.24,593,512083
"Tanzania","tza","Africa",1830,32.2,579,3129057
"Thailand","tha","Asia",1830,30.4,948,4847494
"Timor-Leste","tls","Asia",1830,28.95,553,153614
"Togo","tgo","Africa",1830,31.3,718,487574
"Tonga","ton","Asia",1830,28.2,687,18548
"Trinidad and Tobago","tto","Americas",1830,32.9,1303,66150
"Tunisia","tun","Africa",1830,28.8,753,928894
"Turkey","tur","Europe",1830,35,1292,10398375
"Turkmenistan","tkm","Asia",1830,24,1030,403139
"Uganda","uga","Africa",1830,25.3,488,2172807
"Ukraine","ukr","Europe",1830,36.6,833,12320877
"United Arab Emirates","are","Asia",1830,30.7,1116,40153
"United Kingdom","gbr","Europe",1830,43.02,3661,18533999
"United States","usa","Americas",1830,39.41,2552,13480460
"Uruguay","ury","Americas",1830,32.9,2229,74793
"Uzbekistan","uzb","Asia",1830,26.93,519,2106508
"Vanuatu","vut","Asia",1830,24.3,607,28979
"Venezuela","ven","Americas",1830,32.2,715,887197
"Vietnam","vnm","Asia",1830,32,858,7214925
"Yemen","yem","Asia",1830,23.39,955,2640779
"Zambia","zmb","Africa",1830,32.6,713,747000
"Zimbabwe","zwe","Africa",1830,33.7,901,1167259
"South Sudan","ssd","Africa",1830,26.67,534,1103246
"Afghanistan","afg","Asia",1840,27.8,647,3625022
"Albania","alb","Europe",1840,35.4,701,478227
"Algeria","dza","Africa",1840,28.82,913,3082721
"Angola","ago","Africa",1840,26.98,736,1813100
"Antigua and Barbuda","atg","Americas",1840,33.54,868,37000
"Argentina","arg","Americas",1840,33.2,2008,873747
"Armenia","arm","Europe",1840,34,556,496835
"Australia","aus","Asia",1840,34.05,2269,434095
"Austria","aut","Europe",1840,34.4,2608,3728381
"Azerbaijan","aze","Europe",1840,29.17,870,1058574
"Bahamas","bhs","Americas",1840,35.18,1658,27768
"Bahrain","bhr","Asia",1840,30.3,1467,64474
"Bangladesh","bgd","Asia",1840,25.5,877,21776468
"Barbados","brb","Americas",1840,32.12,1048,114080
"Belarus","blr","Europe",1840,36.2,690,2832789
"Belgium","bel","Europe",1840,40.32,2866,4087429
"Belize","blz","Americas",1840,26.5,664,25756
"Benin","ben","Africa",1840,31,659,774654
"Bhutan","btn","Asia",1840,28.8,657,99137
"Bolivia","bol","Americas",1840,33,1035,1277104
"Bosnia and Herzegovina","bih","Europe",1840,35.1,742,1016407
"Botswana","bwa","Africa",1840,33.6,439,121000
"Brazil","bra","Americas",1840,31.99,1160,6206694
"Brunei","brn","Asia",1840,29.2,1623,3231
"Bulgaria","bgr","Europe",1840,37.56,1205,2391853
"Burkina Faso","bfa","Africa",1840,29.2,492,1927874
"Burundi","bdi","Africa",1840,31.5,434,1050588
"Cambodia","khm","Asia",1840,35,933,2186829
"Cameroon","cmr","Africa",1840,28.75,692,1974115
"Canada","can","Americas",1840,40.19,1922,1745604
"Cape Verde","cpv","Africa",1840,33.8,578,66718
"Central African Republic","caf","Africa",1840,30,468,527682
"Chad","tcd","Africa",1840,30.9,462,1432000
"Chile","chl","Americas",1840,32,1117,1183151
"China","chn","Asia",1840,32,986,411213424
"Colombia","col","Americas",1840,32,1017,1736274
"Comoros","com","Africa",1840,32.1,725,65999
"Congo, Dem. Rep.","cod","Africa",1840,31.6,572,5897569
"Congo, Rep.","cog","Africa",1840,32.7,644,363933
"Costa Rica","cri","Americas",1840,30.21,972,85915
"Cote d'Ivoire","civ","Africa",1840,31.16,953,1247818
"Cuba","cub","Americas",1840,36.48,1374,975565
"Cyprus","cyp","Europe",1840,38.51,1084,185184
"Czech Republic","cze","Europe",1840,34.95,2261,5936625
"Denmark","dnk","Europe",1840,41.06,2412,1368238
"Djibouti","dji","Africa",1840,29.9,853,26670
"Dominican Republic","dom","Americas",1840,29.9,746,124412
"Ecuador","ecu","Americas",1840,32.9,603,696472
"Egypt","egy","Africa",1840,33,870,5172331
"El Salvador","slv","Americas",1840,28.7,1156,322461
"Equatorial Guinea","gnq","Africa",1840,29.8,375,85909
"Eritrea","eri","Africa",1840,30.2,561,267839
"Estonia","est","Europe",1840,36.89,1093,402035
"Ethiopia","eth","Africa",1840,29.7,528,3923805
"Fiji","fji","Asia",1840,26.1,842,138446
"Finland","fin","Europe",1840,41.47,1434,1467238
"France","fra","Europe",1840,40.37,2184,34854476
"Gabon","gab","Africa",1840,30.6,393,187256
"Gambia","gmb","Africa",1840,28.8,833,119945
"Georgia","geo","Europe",1840,31.87,599,1289717
"Germany","deu","Europe",1840,38.37,2102,31016143
"Ghana","gha","Africa",1840,28,718,1829118
"Greece","grc","Europe",1840,36.6,1672,2781619
"Grenada","grd","Americas",1840,33.37,1046,31686
"Guatemala","gtm","Americas",1840,25.81,1011,756676
"Guinea","gin","Africa",1840,29.91,470,1175256
"Guinea-Bissau","gnb","Africa",1840,32,792,249424
"Guyana","guy","Americas",1840,31.12,1393,190726
"Haiti","hti","Americas",1840,29,779,861220
"Honduras","hnd","Americas",1840,33.9,873,259511
"Hong Kong, China","hkg","Asia",1840,34.9,1056,28070
"Hungary","hun","Europe",1840,36,1464,4802380
"Iceland","isl","Europe",1840,31.97,1155,70010
"India","ind","Asia",1840,25.44,1053,189298397
"Indonesia","idn","Asia",1840,30,1027,20052305
"Iran","irn","Asia",1840,25.6,1018,7250391
"Iraq","irq","Asia",1840,31.2,1055,1267848
"Ireland","irl","Europe",1840,38.3,1930,5751940
"Israel","isr","Asia",1840,32,885,209954
"Italy","ita","Europe",1840,29.69,2524,22956667
"Jamaica","jam","Americas",1840,34.2,994,399666
"Japan","jpn","Asia",1840,36.42,1110,31663783
"Jordan","jor","Asia",1840,31.7,1062,235484
"Kazakhstan","kaz","Asia",1840,26.2,1328,2454764
"Kenya","ken","Africa",1840,25.5,967,2574000
"Kiribati","kir","Asia",1840,24.9,571,18951
"North Korea","prk","Asia",1840,26,556,4410700
"South Korea","kor","Asia",1840,25.8,553,9494784
"Kuwait","kwt","Asia",1840,26,1274,81280
"Kyrgyz Republic","kgz","Asia",1840,23.94,607,637683
"Lao","lao","Asia",1840,31.9,909,569053
"Latvia","lva","Europe",1840,33,875,710771
"Lebanon","lbn","Asia",1840,29.7,1260,383830
"Lesotho","lso","Africa",1840,32.8,402,321503
"Liberia","lbr","Africa",1840,31.1,843,369920
"Libya","lby","Africa",1840,33.1,1345,594715
"Lithuania","ltu","Europe",1840,28.9,1480,936981
"Luxembourg","lux","Europe",1840,36.9,1846,144799
"Macedonia, FYR","mkd","Europe",1840,36.1,815,467910
"Madagascar","mdg","Africa",1840,30.5,633,1930536
"Malawi","mwi","Africa",1840,30.3,352,737000
"Malaysia","mys","Asia",1840,30.6,1042,435313
"Maldives","mdv","Asia",1840,32.65,843,47643
"Mali","mli","Africa",1840,26.41,608,1689342
"Malta","mlt","Europe",1840,28.7,941,152794
"Mauritania","mrt","Africa",1840,32,583,416025
"Mauritius","mus","Africa",1840,32.53,1038,147700
"Mexico","mex","Americas",1840,26.9,1323,7288858
"Micronesia, Fed. Sts.","fsm","Asia",1840,26.7,531,18200
"Moldova","mda","Europe",1840,33.15,694,856960
"Mongolia","mng","Asia",1840,31.8,614,638180
"Montenegro","mne","Europe",1840,35.4,1249,151224
"Morocco","mar","Africa",1840,33.1,742,3082721
"Mozambique","moz","Africa",1840,30.28,400,2494631
"Myanmar","mmr","Asia",1840,30.8,845,3785553
"Namibia","nam","Africa",1840,32.4,730,229000
"Nepal","npl","Asia",1840,32.8,658,4190089
"Netherlands","nld","Europe",1840,39.86,4534,2880190
"New Zealand","nzl","Asia",1840,34.05,662,82479
"Nicaragua","nic","Americas",1840,25.4,1207,303135
"Niger","ner","Africa",1840,30.8,493,1383237
"Nigeria","nga","Africa",1840,30.4,966,13184823
"Norway","nor","Europe",1840,45.62,1604,1252476
"Oman","omn","Asia",1840,32.3,998,336812
"Pakistan","pak","Asia",1840,25.8,1022,14581666
"Panama","pan","Americas",1840,32.9,1064,113509
"Papua New Guinea","png","Asia",1840,31.5,586,856568
"Paraguay","pry","Americas",1840,35.5,1076,263971
"Peru","per","Americas",1840,35.7,1273,1746788
"Philippines","phl","Asia",1840,30.9,994,2669713
"Poland","pol","Europe",1840,35.9,1413,12090161
"Portugal","prt","Europe",1840,35.6,1695,3672238
"Qatar","qat","Asia",1840,30.8,1274,14092
"Romania","rou","Europe",1840,35.7,1075,7429932
"Russia","rus","Europe",1840,29.57,1666,37420913
"Rwanda","rwa","Africa",1840,31.8,453,1051167
"St. Lucia","lca","Americas",1840,28.01,937,24000
"St. Vincent and the Grenadines","vct","Americas",1840,25.99,962,28442
"Samoa","wsm","Asia",1840,25.4,1503,46979
"Sao Tome and Principe","stp","Africa",1840,31,916,26419
"Saudi Arabia","sau","Asia",1840,32.1,879,2186704
"Senegal","sen","Africa",1840,25.2,549,1155896
"Serbia","srb","Europe",1840,35.5,1604,2563534
"Seychelles","syc","Africa",1840,37,927,13420
"Sierra Leone","sle","Africa",1840,25.1,811,908730
"Singapore","sgp","Asia",1840,34,1071,45843
"Slovak Republic","svk","Europe",1840,36.4,1684,2302921
"Slovenia","svn","Europe",1840,36.6,1664,560762
"Solomon Islands","slb","Asia",1840,25.1,391,62398
"Somalia","som","Africa",1840,29.4,721,1134784
"South Africa","zaf","Africa",1840,33.5,1469,1894070
"Spain","esp","Europe",1840,29.5,1598,13948048
"Sri Lanka","lka","Asia",1840,32.6,919,1826740
"Sudan","sdn","Africa",1840,31.4,573,4484092
"Suriname","sur","Americas",1840,32.9,1878,93949
"Swaziland","swz","Africa",1840,32.3,541,86000
"Sweden","swe","Europe",1840,43.98,1634,3132892
"Switzerland","che","Europe",1840,38,3344,2229381
"Syria","syr","Asia",1840,31.1,1112,1430381
"Tajikistan","tjk","Asia",1840,24.24,628,561105
"Tanzania","tza","Africa",1840,32.2,595,3241560
"Thailand","tha","Asia",1840,30.4,962,5035786
"Timor-Leste","tls","Asia",1840,28.95,564,171531
"Togo","tgo","Africa",1840,31.3,754,532290
"Tonga","ton","Asia",1840,28.2,711,18516
"Trinidad and Tobago","tto","Americas",1840,34.87,1375,72807
"Tunisia","tun","Africa",1840,28.8,790,985476
"Turkey","tur","Europe",1840,35,1362,10731241
"Turkmenistan","tkm","Asia",1840,24,1099,441894
"Uganda","uga","Africa",1840,25.3,512,2246189
"Ukraine","ukr","Europe",1840,36.6,889,13514033
"United Arab Emirates","are","Asia",1840,30.7,1158,40153
"United Kingdom","gbr","Europe",1840,39.93,4149,20737251
"United States","usa","Americas",1840,39.41,2792,17942443
"Uruguay","ury","Americas",1840,32.9,2818,100137
"Uzbekistan","uzb","Asia",1840,26.93,536,2308592
"Vanuatu","vut","Asia",1840,24.3,628,30208
"Venezuela","ven","Americas",1840,32.2,747,1087948
"Vietnam","vnm","Asia",1840,32,852,7933037
"Yemen","yem","Asia",1840,23.39,982,2689275
"Zambia","zmb","Africa",1840,32.6,731,747000
"Zimbabwe","zwe","Africa",1840,33.7,912,1253642
"South Sudan","ssd","Africa",1840,26.67,560,1153401
"Afghanistan","afg","Asia",1850,27.7,669,3810047
"Albania","alb","Europe",1850,35.4,717,506889
"Algeria","dza","Africa",1850,15,1017,3299305
"Angola","ago","Africa",1850,26.98,769,1949329
"Antigua and Barbuda","atg","Americas",1850,33.54,929,37000
"Argentina","arg","Americas",1850,33.2,2313,1113189
"Armenia","arm","Europe",1850,34,578,544302
"Australia","aus","Asia",1850,34.05,3267,742619
"Austria","aut","Europe",1850,34.4,2909,3962619
"Azerbaijan","aze","Europe",1850,29.17,919,1160156
"Bahamas","bhs","Americas",1850,35.18,1774,29372
"Bahrain","bhr","Asia",1850,30.3,1531,64474
"Bangladesh","bgd","Asia",1850,25.5,878,22719284
"Barbados","brb","Americas",1850,32.12,1121,132965
"Belarus","blr","Europe",1850,36.2,731,3104450
"Belgium","bel","Europe",1850,42.28,3406,4426000
"Belize","blz","Americas",1850,26.5,710,25872
"Benin","ben","Africa",1850,31,692,853818
"Bhutan","btn","Asia",1850,28.8,670,104032
"Bolivia","bol","Americas",1850,33,1137,1363412
"Bosnia and Herzegovina","bih","Europe",1850,35.1,781,1109495
"Botswana","bwa","Africa",1850,33.6,460,121000
